Email Address,SITE,PHONE,TOWN,SITECOUNT
stay@culverhousehotel.co.uk,Culver House Hotel,01792 720300,Gowerton,1
stay@eco-barns.co.uk,Asheston Eco Barns,01348 831781,St Davids,1
stay@ffarmhall.co.uk,Ffarm Hall,01492 680448,Colwyn Bay,1
stay@fronfarmcountryholidaypark.co.uk,Fron Farm Country Holiday Park,01352 741482,Flint,1
stay@fronhaul-aberdovey.co.uk,Fron Haul,01654 767843,Tywyn,1
stay@heulwen.co.uk,Heulwen Guest House,01341 423085,Dolgellau,1
stay@hideawayescapes.com,Hideaway Escapes,07891 506008,Narberth,1
stay@jasminecottage.info,Jasmine Cottage,07305 327759,Acrefair and Cefn Mawr,1
stay@maryscourt.co.uk,Mairlys Bed & Breakfast,01690 710190,Llanrwst,1
stay@no10dulas.co.uk,No 10 Dulas,07775 898432,Hay-on-Wye,1
stay@oliviahouse.com,Olivia House Guest House And Hotel,07968 841992,Bridgend,1
stay@penrhiwhotel.com,Penrhiw Hotel,01437 725588,Haverfordwest,1
stay@peny.co.uk,Pen-y-Dyffryn Hotel,01691 653700,Wrexham,1
stay@plasweunydd.co.uk,Plas Weunydd Hotel and Llechwedd Glamping Pods,01766 610006,Blaenau Ffestiniog,2
stay@riversdalehouse.com,Riversdale House,07473 248667,Acrefair and Cefn Mawr,1
stay@rochcastle.com,Roch Castle,01437 725566,Haverfordwest,1
stay@thecastlehotelbishopscastle.co.uk,Castle Hotel,01588 638403,Newtown,1
stay@thecroyland.co.uk,The Croyland,01834 843880,Tenby,1
stay@thelansdownehotel.com,Lansdowne House,01492 877370,Llandudno,1
stay@topbarnwales.com,Top Barn Wales,07309 389912,Monmouth,1
stay@twryfelinhotel.com,Twr y Felin Hotel,01437 725555,Haverfordwest,1
stay@veloclubmumbles.co.uk,Velo Club Mumbles,,Gowerton,1
stbridesbookings@celtic-collection.com,St Brides Spa Hotel and St Brides Self Catering Village Apartments,01834 812304,Baglan,2
stevendmaden@gmail.com,Benllech Glamping,07823 771248,Benllech,1
stevenevans0000@gmail.com,Prince Of Wales Pub & Accommodation and 2 other hotels,01978 541180,Wrexham,3
stokynhall@gmail.com,Stokyn Hall Country House Bed & Breakfast,07977 011178,Hawarden,1
sue@highlandmoors.co.uk,Highland Moors,01597 825151,Llandrindod Wells,1
sue@saundersfoothotel.co.uk,Claremont House,01834 813231,Saundersfoot,1
sueblomfield@hotmail.com,Fern Villa B&B,01348 874148,Fishguard,1
sunnyside333@aol.com,Beudy Bach,01269 842702,Llanelli,1
support@thehamptonhotel.co.uk,Hampton Hotel,01597 822585,Newtown,1
swan.almondsbury@phoenixpub.co.uk,Swan Hotel,01454 300212,Chepstow,1
sycamore_house@btinternet.com,Sycamore House B&B,01244 675417,Garden City,1
tadrosshotel@hotmail.co.uk,Tadross Hotel,01446 701800,Barry,1
talardyhotel.stasaph@marstons.co.uk,Talardy Hotel,01745 799314,Kinmel Bay,1
talbot.barmouth@outlook.com,Aber House B & B,07308 353440,Dolgellau,1
taneshotel@yahoo.co.uk,Tanes Hotel,029 2049 3898,Cardiff,1
tanycytiau@gmail.com,Tan Y Cytiau Holiday Home,07407 181493,Holyhead,1
tanygraig@live.co.uk,Tan Y Graig Bed & Breakfast,07817 669946,Newtown,1
team@brynberwyn.com,Bryn Berwyn Country House Hotel & Ty Henri Cottage,01239 545028,Connah's Quay,1
team@castle-coaching-inn.co.uk,Castle Coaching Inn,01874 618888,Ystradgynlais,1
team@innstyle.co.uk,Broncoed Uchaf Farmhouse B&B,07875 662981,Hawarden,1
the.stables.midwales@gmail.com,The Stables Mid Wales,07817 307799,Knighton,1
thea@thewoodstars.co.uk,The Wood Stars,07904 209063,Tregaron,1
thebarmouthbarandgrill@mail.com,The Barmouth Bar & Grill,01341 281393,Dolgellau,1
thebellcountryinn@outlook.com,The Bell Country Inn,01597 823959,Llandrindod Wells,1
thebridgeinnllanfoist@outlook.com,The Bridge Inn,01873 854831,Pontypool,1
thebullhotelabergele@outlook.com,Bull Hotel,01745 832115,Kinmel Bay,1
thecabinsconwy@gmail.com,The Cabins Conwy c/o The Studio Llangelynin New Church,07906 307009,Conwy,1
thecastlehotelhaverfordwest@gmail.com,Castle Hotel Haverfordwest,01437 769322,Milford Haven,1
thecastlehoteltalgarth@gmail.com,The Castle Hotel,01874 712272,Brecon,1
theclythaarms@gmail.com,The Clytha Arms,01873 840206,Pontypool,1
thecountryretreatwales@gmail.com,The Country Retreat Wales,07890 500823,Ammanford,1
thecwmcarn@gmail.com,Cwmcarn Hotel & Bunkhouse,07833 623354,Cwmbran,1
thedolaucothiarms.falconry@gmail.com,The Dolaucothi Arms B&B and falconry,01558 628069,Lampeter,1
thefannytalbot@sydleisure.co.uk,The Fanny Talbot,01341 429476,Dolgellau,1
thefirshay@gmail.com,The Firs at Hay-on-Wye B&B,01497 821800,Hay-on-Wye,1
thegardenhut.cilcain@gmail.com,"The Garden Hut, Cilcain",07595 810993,Mold,1
thegoathotel@aol.com,The Goat Hotel,01938 810428,Newtown,1
thehavenholyhead@hotmail.com,The Haven Guest House.,01407 760254,Holyhead,1
thehuntersmooninn@btconnect.com,The Hunters Moon Inn,01873 821499,Abergavenny,1
thelambbuilth@gmail.com,The Lamb,01982 551119,Llandrindod Wells,1
thelodgestaylittle@gmail.com,"The Lodge, Staylittle",07790 761859,Llanidloes,1
themoorings.cemaes@gmail.com,"The Moorings, Cemaes Bay",07777 133393,Amlwch,1
theoldstationhotel@gmail.com,Old Station Hotel,01492 581259,Colwyn Bay,1
theoldvicarage.bedandbreakfast@gmail.com,"The Old Vicarage - Bed and Breakfast - Worthen, Shropshire",01743 891230,Welshpool,1
therocktavern@btconnect.com,The Rock Pub & B&B,01495 223441,Ebbw Vale,1
thestrathmore@gmail.com,The Strathmore,01834 842323,Tenby,1
theviewguesthouse@outlook.com,The View Guest House,01492 874987,Llandudno,1
thewaunwyllt@gmail.com,The Waun Wyllt Inn,01269 862941,Llanelli,1
torrentwalkhotel.website@gmail.com,Torrent Walk Hotel,01341 422858,Dolgellau,1
tourism@valeofglamorgan.gov.uk,Clawdd Coch Guest House,01446 760645,Pontypridd,1
traethrooms@outlook.com,Traeth Rooms,07896 493199,Cardigan,1
tregenna-bandb@outlook.com,Tregenna Bed & Breakfast,07483 179811,Pembroke,1
tregynon@wales-online.net,Tregynon Farmhouse B&B,01239 820808,Fishguard,1
treksbunkhouse@gmail.com,Treks Bunkhouse,07796 172318,Blaenau Ffestiniog,1
twelveknights.porttalbot@marstons.co.uk,Twelve Knights,01639 882381,Port Talbot,1
tworivers.chepstow@marstons.co.uk,The Two Rivers at Chepstow,01291 629159,Chepstow,1
tynantlittlehaven@gmail.com,Tŷ Nant Little Haven,07485 179455,Milford Haven,1
tynewyddcountryhotel@outlook.com,Ty Newydd Country Hotel,01685 813433,Neath,1
tynllwynfarm@btconnect.com,tynllwyn farm,01938 553175,Welshpool,1
tywcampingsite@gmail.com,Trwyn yr Wylfa Caravan & Camping Site,01492 650672,Penmaenmawr,1
undertheoakglamping@gmail.com,Under the Oak Glamping,07886 477930,Caerphilly,1
upperbuckton@gmail.com,Upper Buckton B&B Guest House,01547 540806,Knighton,1
upperlettonfarm@gmail.com,Upper Letton Farmhouse B&B,01568 771879,Knighton,1
user@domain.com,Lincoln House Hotel and 17 other hotels,029 2039 5558,Cardiff,18
victoria@wonderfullywild.co.uk,Plas Cichle - The Plas,07837 951790,Llanfairfechan,1
viewings@tkrmanagement.co.uk,Saint Cadfans Lodge,01654 710533,Tywyn,1
villaguesthouseporthcawl@gmail.com,the villa guest house porthcawl,01656 785074,Bridgend,1
walesoldestpub@btconnect.com,The Skirrid Mountain Inn,01873 890258,Abergavenny,1
watersedge@hensonleisuregroup.co.uk,Water’s Edge Leisure Park,01239 615858,Cardigan,1
welcome@aberconwy-house.co.uk,Aberconwy House,01690 710202,Llanrwst,1
welcome@ferns-guesthouse.co.uk,The Ferns Guest House,07912 173972,Llanrwst,1
welcome@glanymorhotel.com,Glan y Môr Hotel,01492 875454,Bangor,1
welcome@glyntwrogsnowdonia.co.uk,Glyntwrog House B&B,07920 835346,Llanrwst,1
welcome@guesthouse-snowdonia.co.uk,The Courthouse,01690 710534,Llanrwst,1
welcome@maes-y-garth.co.uk,Maes-y-Garth,01690 710441,Llanrwst,1
welcome@tyafon.co.uk,Tŷ Afon - River House,01766 800700,Caernarfon,1
wellington.brecon@marstons.co.uk,Wellington,01874 625225,Brecon,1
wendy@wendyhall.co.uk,Whytcwm Cottage,,Knighton,1
westernhousebandb@outlook.com,Commonstone Barn and Western House Bed and Breakfast,01792 386620,Llanelli,2
wethreeloggerheads@gmail.com,We Three Loggerheads,01352 810337,Connah's Quay,1
whitegatecaravanpark@gmail.com,White Gate Caravan Park,01834 811543,Saundersfoot,1
willowglamping@outlook.com,Willow Farm Glamping,07930 891020,Wrexham,1
wjohnbooth1@gmail.com,Cwmbach Lodge,07930 588851,Hay-on-Wye,1
wmfarmpark@gmail.com,Warren Mill Farm,01446 781274,Llanharry,1
woodlandlodgesstclears@gmail.com,Kaowood Country Park,,Carmarthen,1
wychwoodbb@aol.com,Wychwood House B&B,01834 844387,Tenby,1
xmikemckayx@hotmail.com,Tall Trees,01824 790529,Mold,1
ycastell@btinternet.com,Y Castell Hotel,01286 678895,Caernarfon,1
ydoc@worldhorizons.co.uk,Y Doc,07481 143084,Llanelli,1
yeoldekingsheadchester@gmail.com,Kings Head Chester,01244 324855,Connah's Quay,1
ynysbarry1@aol.com,Ynys Barry Holiday Cottages,01348 831180,St Davids,1
ynyshir@toniccomms.co.uk,Ynyshir Restaurant and Rooms,01654 781209,Tywyn,1
yobi@inglenookinns.co.uk,Ye Olde Boote Inn,01691 662250,Chirk,1
youremail@gmail.com,Tintern Abbey Cottage,01600 860341,Chepstow,1
yourtravelstop@outlook.com,Crown Hotel Book Direct to Save,01758 228198,Caernarfon,1
