Email Address,SITE,PHONE,TOWN,SITECOUNT
reservations@innmail.co.uk,The Royal Oak Hotel and The Wynnstay Hotel & Restaurant,01938 552217,Welshpool,2
reservations@lanelayhall.co.uk,Lanelay Hall Hotel and Spa and The Drawing Room Restaurant,01443 558309,Beddau,2
reservations@lanymorsaundersfoot.co.uk,Lan y Môr Restaurant Saundersfoot,01834 826100,Tenby,1
reservations@lionquays.co.uk,Lion Quays Resort & Spa,01691 684300,Chirk,1
reservations@penmaenuchaf.co.uk,"Llygad yr Haul Garden Room Restaurant, Penmaenuchaf Hall Hotel and Penmaenuchaf Hotel",01341 212121,Dolgellau,2
reservations@quayhotel.co.uk,Ebb & Flow Restaurant & Cove Bar,01492 564100,Conwy,1
reservations@royaloakhotel.net,Llugwy River Restaurant,01690 710219,Llanrwst,1
reservations@ruthincastle.co.uk,Ruthin Castle Hotel and Spa and Tafarn Y Ddraig,01824 702664,Ruthin,2
reservations@simplywildrestaurant.co.uk,Simply Wild,01594 715815,Monmouth,1
reservations@thedogandpickle.co.uk,The Dog and Pickle,01978 541194,Wrexham,1
reservations@trewythenhotel.wales,The Trewythen,01686 411333,Llanidloes,1
reservations@waterloo-hotel.info,Bar1815 at the Waterloo Hotel,01690 710411,Llanrwst,1
restaurant@henlleheights.com,Henlle Heights,01691 662000,Chirk,1
restaurant@theviewrhossili.com,"The View Rhossili Kitchen, Cafe and Bar",01792 390519,Loughor,1
reverendjames.lougher@phoenixpub.co.uk,Reverend James,01792 516231,Gorseinon,1
rhonddagolfclub@aol.com,PAR 70,01443 441384,Tonypandy,1
rob@2x.png,"Four Crosses, Porthaethwy and 9 other restaurants",01248 712230,Bangor,10
robyn@croesogrwp.com,The Crown Inn and 3 other restaurants,01597 811099,Llandrindod Wells,4
romeoristorante2026@gmail.com,Romeo Ristorante Italiano,01492 877777,Llandudno,1
roseandcrown.nottage@marstons.co.uk,Rose & Crown,01656 784850,Porthcawl,1
royalgeorge.pembroke@phoenixpub.co.uk,Royal George,01646 686819,Pembroke Dock,1
royaloaksaundersfoot@gmail.com,Royal Oak Inn,01834 812546,Saundersfoot,1
runninghare.ewloe@marstons.co.uk,Running Hare,01244 535860,Hawarden,1
sales@bessemerhotel.co.uk,The Bessemer Hotel,01685 350780,Merthyr Tydfil,1
sales@edwardsofconwy.co.uk,Edwards Of Conwy,01492 581111,Conwy,1
sales@flexupholstery.co.uk,Flex Upholstery,07956 008670,Fleur-de-lis and Pengam,1
sales@flourdrum.com.au,Flour Drum,(02) 9565 2822,Newtown,1
sales@osbornehouse.com,Osborne's Cafe Grill,01492 860330,Llandudno,1
sales@valeresort.com,Hensol Castle,01443 667900,Pontyclun,1
sales@welshcoffee.com,Welsh Coffee Company,,Ogmore Vale,1
sales@wildhorsebrewing.co.uk,Wild Horse Brewing Co - Taproom & Kitchen,01492 868292,Llandudno,1
sam.yates@orderyoyo.com,The Hungry Flame,01685 481452,Merthyr Tydfil,1
saulsalway@aol.com,Little Crown Inn,01495 763148,Pontypool,1
savoycountryinn.stclears@marstons.co.uk,Savoy Country Inn,01994 230664,Carmarthen,1
seagullhotel.porthcawl@phoenixpub.co.uk,Seagull Hotel,01656 785420,Porthcawl,1
secretary@rhuddlangolfclub.co.uk,Rhuddlan Golf Club,01745 590217,Rhuddlan,1
sessileoak.llanelli@marstons.co.uk,Sessile Oak,01554 752784,Llanelli,1
shakilsiblu@gmai.com,Oriental Tandoori,01978 842093,Rhosllanerchrugog,1
sharkbite_logo_140x@2x.png,Sharkbite Burgers,,Cwmbran,1
shikakufood@gmail.com,Shikaku Asian Fusion,07989 001000,Carmarthen,1
shop@abbeyfarmrhuddlan.co.uk,Abbey Farm Shop,07776 410100,Rhuddlan,1
shop@bluesdigital.com,China Yummy,01686 639751,Newtown,1
shop@lobsterandmor.co.uk,LOBSTER AND MôR,01437 781959,Milford Haven,1
simlaindian25@gmail.com,Simla,01639 630043,Neath,1
simonandkate@restaurant1861.co.uk,1861 Restaurant with Rooms,01873 821297,Abergavenny,1
smashd-streetfood@outlook.com,Smash’d Street Food,01495 825997,Ebbw Vale,1
smithfieldbell.welshpool@marstons.co.uk,Smithfield Bell,01938 559472,Welshpool,1
snowdoninn@aol.com,Cwellyn Arms,01766 890321,Cross Hands and Pen-y-groes,1
sophiawilliams@btinternet.com,The Mill Bistro Y Felin,01286 676549,Caernarfon,1
spooners@ffwhr.com,Spooner's Pub,01766 516032,Porthmadog,1
squires_247@outlook.com,Squires Sandwich Bar,01492 547444,Penrhyn Bay,1
stablau@snowdoniahospitality.net,Y Stablau - Stables Bar,01690 710011,Blaenau Ffestiniog,1
stackerzmorriston@gmail.com,STACKERZ MORRISTON,01792 410472,Clydach,1
standingstones.holyhead@marstons.co.uk,Standing Stones,01407 761350,Holyhead,1
starhotel.dinaspowis@marstons.co.uk,Star Inn,029 2051 4245,Dinas Powys,1
starlingcloud.aberystwyth@marstons.co.uk,Starling Cloud,01970 623743,Aberystwyth,1
stay@plasweunydd.co.uk,Restaurant & Bar at Plas Weunydd,01766 610006,Blaenau Ffestiniog,1
stay@twryfelinhotel.com,Twr y Felin Hotel,01437 725555,St Davids,1
stbridesbookings@celtic-collection.com,The Cliff Restaurant and 2 other restaurants,01834 812304,Pembroke,3
stdavids@santos.wales,SANTOS - St Davids,01437 650011,St Davids,1
steve@royalexchange.wales,The Royal Exchange,01495 400250,Brynmawr,1
stevenevans0000@gmail.com,Abbey Grange Hotel,01978 860753,Llangollen,1
stjulian.sw@gmail.com,St Julian Inn,01633 243548,Caerleon,1
stonecrabbookings@yahoo.com,The Stone Crab,01834 813651,Pembroke Dock,1
stonerangecafe@gmail.com,Stone Range Cafe,07930 851975,Trimsaran,1
stratfordbookings@cosyclub.co.uk,Cosy Club,029 2022 5998,Cardiff,2
sttudwalsabersoch@outlook.com,St Tudwals Inn,01758 228349,Pwllheli,1
sunverge.rhyl@marstons.co.uk,Sun Verge,01745 472140,Rhyl,1
support@jadeflowerchinese.co.uk,Jade Flower,01443 436446,Tonypandy,1
support@netron.com,Pizza Time Pembrokedock,01646 621080,Pembroke Dock,1
support@riiwards.com,Hills,07572 725105,Brecon,1
support@thehamptonhotel.co.uk,Hampton Hotel,01597 822585,Llandrindod Wells,1
support@webador.com,The Tickled Trout Newport and The Sandwich Cellar,01633 904112,Newport,2
syndicateferndale@gmail.com,Syndicate Ferndale,(313) 314-7220,Ferndale,1
tables@thegoat-llandudno.co.uk,The Goat Restaurant & Bar,01492 353189,Conwy,1
tafarn-y-felin@phoenixpub.co.uk,Tafarn-Y-Felin,01554 749397,Llanelli,1
tafarnpencei@outlook.com,Tafarn Pencei,01766 514959,Porthmadog,1
tafarntanerdy.carmarthen@marstons.co.uk,Tafarn Tanerdy,01267 231891,Carmarthen,1
talardyhotel.stasaph@marstons.co.uk,Talardy Hotel,01745 799314,St Asaph,1
talk@wildbynaturellp.com,The Bull's Head,01981 510616,Hay-on-Wye,1
tatum.giles@llandarcysport.co.uk,The Pavilion Llandarcy,01792 813711,Neath,1
team@boothsbythebridge.co.uk,Booths by the Bridge,,Tonna,1
team@latofonts.com,Nineteen.57,01341 242449,Dolgellau,1
tearoomsglynneath@btinternet.com,The Tea Rooms,01639 722722,Glynneath,1
teddie21@gmail.com,Marmalade,01492 543024,Colwyn Bay,1
tenbybrewingcologo-white_95x@2x.png,Tap & Tân,01834 844068,Tenby,1
thaidinewrexham@gmail.com,ThaiDine Wrexham,01978 541324,Wrexham,1
the-pizza-boyz@2x-1-photoroom.png-photoroom-300x300.png,Founders & Co. Swansea,01792 962710,Swansea,1
the.toad.cbay@gmail.com,The Toad,01492 532726,Colwyn Bay,1
thebarrestaurant@gmail.com,The Bar Restaurant Neyland,01646 602550,Milford Haven,1
thebellcountryinn@outlook.com,The Bell Country Inn,01597 823959,Llandrindod Wells,1
thebullhotelabergele@outlook.com,Bull Hotel,01745 832115,Abergele,1
thechoicerestaurant@yahoo.com,The Choice,(484) 383-3230,Brynmawr,1
thecliffsmn@gmail.com,The Cliffs Restaurant & Bar,01758 720356,Pwllheli,1
thecopperpotcardigan@outlook.com,The Copper Pot,01239 814872,Cardigan,1
thefannytalbot@sydleisure.co.uk,The Fanny Talbot,01341 429476,Pwllheli,1
thefouralls@hotmail.com,Four Alls,01286 239136,Caernarfon,1
thegoathotel@aol.com,The Goat Hotel,01938 810428,Welshpool,1
thegoatinn@live.co.uk,The Goat Inn - Tafarn Yr Afr,01766 530237,Cross Hands and Pen-y-groes,1
thehuntersmooninn@btconnect.com,The Hunters Moon Inn,01873 821499,Abergavenny,1
thelambbuilth@gmail.com,The Lamb,01982 551119,Builth Wells,1
thelifeboattavern@yahoo.com,"The Lifeboat, Tenby",,Tenby,1
thelodgefashion@hotmail.com,The Lodge,01745 890370,Denbigh,1
themarketcross.shop@gmail.com,The Market Cross,01352 717800,Flint,1
themasonsarmsbookings@gmail.com,The Masons Arms,01633 680308,Marshfield,1
themayquaypub@gmail.com,The Mayquay,01745 355544,Rhyl,1
theminecwm@gmail.com,The Mine Neath Town and Carnivore By The Mine,01639 638379,Neath,2
theph@me.com,Pant-y-Gwydr restaurant,01792 455498,Swansea,1
thequeeninnenquiries@hotmail.com,The Queen Inn,01633 484252,Cwmbran,1
theredlionbonvilston@gmail.com,"The Red Lion Bonvilston, Vale of Glamorgan",01446 781208,Eglwys Brewis,1
therocktavern@btconnect.com,The Rock Pub & B&B,01495 223441,Blackwood,1
theroyaloak82@gmail.com,Ye Olde Royal Oak,01443 815786,Blackwood,1
thewaunwyllt@gmail.com,The Waun Wyllt Inn,01269 862941,Llanelli,1
thishacurryhouse@yahoo.com,Thisha Curry House,01745 444826,Rhyl,1
tom@bubbleton.co.uk,Bubbleton Farm Shop and Cafe,01834 501871,Tenby,1
torrentwalkhotel.website@gmail.com,Torrent Walk Hotel,01341 422858,Dolgellau,1
toscanacowbridge@gmail.com,TOSCANA COWBRIDGE,01446 789115,Cowbridge,1
travelodge@example.co.uk,Travelodge Merthyr Tydfil,0871 984 6371,Aberfan,1
twelveknights.porttalbot@marstons.co.uk,Twelve Knights,01639 882381,Port Talbot,1
twobrewers.bridgend@phoenixpub.co.uk,Two Brewers,01656 661788,Bridgend,1
tworivers.chepstow@marstons.co.uk,The Two Rivers at Chepstow,01291 629159,Chepstow,1
ty-rishaalehouse.bridgend@marstons.co.uk,Ty-Risha Alehouse,01656 725287,Bridgend,1
tygolchi@outlook.com,Tŷ Golchi,01248 671922,Bangor,1
tymawr.cardiff@marstons.co.uk,Ty Mawr,029 2075 4456,Caerphilly,1
tynantinn.cardiff@marstons.co.uk,Ty Nant Inn,029 2084 3009,Taff's Well,1
tynewyddcountryhotel@outlook.com,Caradog's Restaurant and Ty Newydd Country Hotel,01685 813433,Aberdare,2
tynewyddinn.barry@phoenixpub.co.uk,Tynewydd Inn,01446 407767,Barry,1
updates@chepstowmenus.co.uk,The Red Lantern,01291 627726,Chepstow,1
upperrectory@yahoo.co.uk,Upper Rectory Restaurant & Shepherds Hut Accommodation,01686 640930,Welshpool,1
usafriedchicken@foodx.com,USA Fried Chicken,01656 731811,Maesteg,1
user@domain.com,Heaneys Restaurant and 34 other restaurants,029 2034 1264,Cardiff,35
vascodagama.wrexham@gmail.com,Vasco Da Gama Restaurant,01978 501514,Wrexham,1
villagecoffeeshopbedwas@gmail.com,Village Coffee Shop,029 2233 7541,Bedwas,1
walesoldestpub@btconnect.com,The Skirrid Mountain Inn,01873 890258,Abergavenny,1
watermill.bridgend@marstons.co.uk,Watermill,01656 650562,Ogmore Vale,1
webmaster@tcrm.co.uk,Ashoka Tandoori,01656 650678,Bridgend,1
webmaster@tqg.org.uk,The Pant-yr-Ochain,01978 853525,Wrexham,1
weddings@cobbleskitchen.co.uk,The Cobbles Collective,01656 646361,Ogmore Vale,1
welcome@clandeboyelodge.co.uk,Coq & Bull,028 9185 2500,Bangor,1
welcome@ilgustoabergavenny.co.uk,Il Gusto,01873 269745,Abergavenny,1
welcomebreak@stripecommunications.com,Days Inn Bridgend Cardiff M4,01656 659218,Sarn,1
wellington.brecon@marstons.co.uk,Wellington,01874 625225,Brecon,1
wethreeloggerheads@gmail.com,We Three Loggerheads,01352 810337,Mold,1
whitebear.mancot@phoenixpub.co.uk,The White Bear,,Buckley,1
whitehallhotel.tywyn@phoenixpub.co.uk,Whitehall Hotel,01654 711103,Tywyn,1
whitehorsetavern.shop@gmail.com,White Horse Tavern,(810) 234-3811,Flint,1
will.meller@orderyoyo.com,Chilli Too,07376 666387,Clydach,1
willowtree.brynmawr@marstons.co.uk,Willow Tree,01495 310179,Brynmawr,1
wongs.chinese.blackwood@gmail.com,Wongs,01495 224306,Blackwood,1
ycerrigglas.pembrokedock@marstons.co.uk,Y Cerrig Glas,01646 684435,Pembroke Dock,1
yllongedern@gmail.com,Y Llong edern The Ship,01758 720450,Pwllheli,1
ymanodfreehouse@gmail.com,Y Manod,01766 832101,Blaenau Ffestiniog,1
ynyscedwynarms.swansea@phoenixpub.co.uk,Ynyscedwyn Arms,01639 841000,Ystradgynlais,1
ynyshir@toniccomms.co.uk,Ynyshir Restaurant and Rooms,01654 781209,Aston,1
you@email.com,Hawthorn Inn and 5 other restaurants,01443 843224,Pontypridd,6
you@yourshop.com,The Pizza Planet – Tonypandy,07511 117340,Tonypandy,1
your@email.com,Thaitastic,01492 339226,Llandudno,1
yumastecardiff@gmail.com,Yum-aste,07300 170135,Barry,1
