Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Plas Newydd Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Plas Newydd Care Home,18 New Road Treboeth,Swansea,SA5 9DA,Swansea,22,01792 799902,plasnewyddcareltd@gmail.com,http://www.plasnewydd-care-home.co.uk,Plas Newydd Care Ltd,1
Plas Uchaf,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Holywell,,Flintshire,4,07834353991,timrepin@astarsupportservices.co.uk,www.astarsupportgroup.co.uk,Puffin House Residential Ltd,3
Plas Y Bryn,Care Home Service,Adults With Nursing,"Nursing care for adults, Mental health",Plas Y Bryn Nursing Home,31 Tan Y Bryn Road,Colwyn Bay,LL28 4AD,Conwy,18,01492544117,james.bradford@rosewoodhealthcaregroup.co.uk,www.rosewoodhealthcaregroup.co.uk,Elmtree Healthcare Limited,1
Plas y Dderwen Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Cilddewi Park Johnstown,,Carmarthen,SA31 3HP,Carmarthenshire,69,01267221235,PlasYDderwen.GM@barchester.com,www.barchester.com,Barchester Healthcare Homes Limited,5
Plas-y-Mor Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",30-31 East Parade,,Rhyl,LL18 3AL,Denbighshire,33,01745777290,ian@robertshomes.co.uk,www.sapphirestreams.co.uk,Sapphire Streams Limited,2
Plasgwyn Nursing Home,Care Home Service,Adults With Nursing,Nursing care for adults,Plasgwyn Nursing Home,Pentrefelin,Criccieth,LL52 0PT,Gwynedd,38,01766522559,ceri@cariadcarehomes.com,www.cariadcarehomes.com,Cariad Care Homes Ltd,2
Plasnewydd Residential Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Plas Newydd Residential Home,Old Chapel Road Cefn Coed,Merthyr Tydfil,CF48 2PR,Merthyr Tydfil,37,01685382019,plas.newydd@btconnect.com,,Plasnewydd Residential Homes Ltd,1
Playmates,Childrens Day Care,Out of School Care,,Gwersyllt Community Primary School,Dodds Lane Gwersyllt,Wrexham,LL11 4NT,Wrexham,60,07511748384,Playmatesclub@outlook.com,,Playmates,1
Playtimextra (Breakfast and After School Club),Childrens Day Care,Out of School Care,,Howardian Centre,Hammond Way,Cardiff,CF23 9NB,Cardiff,40,07547079196,lesley@playtimextra.com,playtimextra.com,Playtimextra Community Interest Company,1
Playworks Early Days Nursery Bedwas Limited,Childrens Day Care,Full Day Care,,Unit 15C,Greenway,Caerphilly,CF83 8DW,Caerphilly,71,02920884828,sarah@playworks-childcare.co.uk,www.playworksearlydays.co.uk,Playworks Early Days Nursery Bedwas Limited,1
Pobl Bach Early Learning Centre,Childrens Day Care,Full Day Care,,Merlin Building,Llangunnor Road,Carmarthen,SA31 2BL,Carmarthenshire,49,01267233244,llangunnor@poblbach.co.uk,www.poblbach.co.uk,Pobl Bach Ltd,3
Pobl Bach Johnstown,Childrens Day Care,Full Day Care,,Pobl Bach,20 Pondside Johnstown,Carmarthen,SA31 3HU,Carmarthenshire,51,01267 234900,johnstown@poblbach.co.uk,www.poblbach.co.uk,Pobl Bach Ltd,1
Pobl Bach LTD,Childrens Day Care,Full Day Care,,Penymorfa House,Penymorfa Lane,Carmarthen,SA31 2NW,Carmarthenshire,38,01267233244,llangunnor@poblbachco.uk,www.poblbach.co.uk,Pobl Bach Ltd,2
Pobl Bach South Wales CIC,Childrens Day Care,Full Day Care,,Flying Start Sirhowy Hub,Former Sirhowy Infants School Site,Sirhowy,NP22 4PG,Blaenau Gwent,25,01495369733,poblbachsouthwales@gmail.com,,Pobl Bach South Wales C.I.C.,1
Polka Dots Childcare,Childrens Day Care,Full Day Care,,Our Lady of Lourdes Catholic Church,Heol Pencarreg,Cardiff,CF14 2QQ,Cardiff,30,07564076847,polkadotschildcare@outlook.com,,Polka Dots Childcare Ltd,1
Polka Dots Childcare Afterschool,Childrens Day Care,Out of School Care,,Our Lady Of Lourdes Church Hall,Gabalfa Avenue,Cardiff,CF14 2QQ,Cardiff,30,07739377911,Polkadotschildcare@outlook.com,,Polka Dots Childcare Afterschool Ltd,1
PONTCANNA HOUSE,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Pontcanna House Residential Care Home,128-132,Cardiff,CF11 9PW,Cardiff,27,07932949300,info@danicocare.co.uk,,DANICO CARE LTD,1
Poppies Day Nursery Limited,Childrens Day Care,Full Day Care,,Maesderwen House,Maesderwen Road,Pontypool,NP4 5LE,Torfaen,48,01495764675,themanager@poppiesdaynursery.co.uk,www.poppiesdaynursery.co.uk,Poppies Day Nursery Ltd,1
Portman House,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Burry Port,,Carmarthenshire,3,03301741381,ben@oakmontservicesgroup.co.uk,www.oakmontservicesgroup.co.uk,Oakmont Services Group Ltd,1
Poseidon House,Care Home Service,Childrens Home,Personal care for children,,,Colwyn Bay,,Conwy,4,01492685998,poseidon@omegalife.uk,,Omega Care Group Ltd,1
Pren Gwyllt,Care Home Service,Childrens Home,Personal care for children,,,Pontypridd,,Rhondda Cynon Taf,2,03301358135,bnicholas@plcl.org.uk,https://phoenixlearningcare.co.uk/,Phoenix Child Care Ltd,3
Presteigne Little People,Childrens Day Care,Full Day Care,,The Primary School,Slough Road,Presteigne,LD8 2NH,Powys,48,01544 262130,info@presteigneplaygroup.co.uk,www.presteigneplaygroup.co.uk,Presteigne Little People`s Playgroup,1
Preswylfa Nursing Home,Care Home Service,Adults With Nursing,"Personal care for adults, Nursing care for adults",Preswylfa Nursing Home,20 Russell Road,Rhyl,LL18 3DD,Denbighshire,68,01745356258,preswylfa@akaricare.co.uk,www.akaricare.co.uk,Akari Care Cymru Limited,3
Pride in Care ltd Glandovery house,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Glandovey House,Oliver Jones Crescent,Tredegar,NP22 3BJ,Blaenau Gwent,5,01495221666,nigel@prideincare.com,prideincare.com,pride in care ltd,2
Pride in Care Residential Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Pride In Care Ltd,Newport House,Tredegar,NP22 5AE,Caerphilly,5,01685652640,claire@prideincare.com,prideincare.com,pride in care ltd,4
Primrose Cottage,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",27 Pencoedtre Road,,Barry,CF63 1SD,Vale of Glamorgan,3,01446 502551,sian@ahcare.co.uk,https://amethysthealthcare.co.uk,Amethyst Healthcare Ltd,1
Princess Road ASC,Childrens Day Care,Out of School Care,,Warehouse Building,Back Cadwgan Road,Old Colwyn,LL29 9PS,Conwy,70,01492512418,princessroadschool1@gmail.com,www.princessroadschool.co.uk,Princess Road After School Club Ltd.,1
Priory House Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Priory House Home Care Ltd,61-63,Prestatyn,LL19 9LU,Denbighshire,29,01745852650,frances@prioryhousecare.co.uk,prioryhousecarehome.co.uk,Priory House Care Home Ltd.,1
Priory House Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Priory House,,Milford Haven,SA73 3UA,Pembrokeshire,9,01646690119,info@priory-house.org,priory-house.org,Priory Project Ltd,1
Priory Mount Eveswell,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Mount Eveswell Nursing Home,22 Eveswell Park Road,Newport,NP19 8GS,Newport,16,01633271784,mounteveswell@priorygroup.com,www.priorygroup.com,HELDEN HOMES LIMITED,1
Priory Residential and Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",The Priory Nursing & Convalescent Home,Llandogo,Monmouth,NP25 4TP,Monmouthshire,57,07765122783,Scott@priorycarehome.com,www.priorycarehome.com,Adriana Ltd,1
Puddle Ducks (South Wales) Limited,Childrens Day Care,Full Day Care,,Puddle Ducks Nursery,Station Road Raglan,Usk,NP15 2EP,Monmouthshire,150,01291690065,contact@puddleducks.net,www.puddleducks.net,Puddle Ducks (South Wales) Ltd,1
Puddleducks All Day Care,Childrens Day Care,Full Day Care,,Trefnant School,Henllan Road,Denbigh,LL16 5UF,Denbighshire,19,01745730276,puddleduckstrefnant@gmail.com,puddleduckstrefnantgmail.com,Puddleducks All Day Care,1
Puddleducks Playgroup,Childrens Day Care,Sessional Day Care,,Plasyfelin Primary School,Lewis Drive,Caerphilly,CF83 3FT,Caerphilly,17,02920861958,puddleducks.play@yahoo.com,,Puddleducks Playgroup,1
Puffin House Residential,Care Home Service,Childrens Home,Personal care for children,,,Colwyn Bay,,Conwy,4,01492555251,sam.williams@astarsupportservices.co.uk,www.astarsupportgroup.co.uk,Puffin House Residential Ltd,2
Pufflings Daycare,Childrens Day Care,Full Day Care,,Stepaside Cp School,Carmarthen Road,Kilgetty,SA68 0UG,Pembrokeshire,19,07881707670,pufflings2022@gmail.com,https://kilgetty.cylex-uk.co.uk/company/pufflings-daycare-at-stepaside-community-primary-school-27952549.html,Pufflings Daycare,1
Pysgodyn Bach,Childrens Day Care,Full Day Care,,Hook Cp School,Newtown Road Hook,Haverfordwest,SA62 4ND,Pembrokeshire,20,01437890343,pysgodynbach@gmail.com,,The Governing Body at Hook C. P. School,1
Quality Care (Wales) Limited,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability",Quality Care (Wales) Ltd,Glan Rhos,Llanfairpwllgwyngyll,LL61 6TZ,Isle of Anglesey,52,01248430607,helen@glanrhos.co.uk,www.glanrhos.co.uk,Quality Care (Wales) Limited,1
Queen Elizabeth Court,Care Home Service,Adults With Nursing,"Personal care for adults, Nursing care for adults",Queen Elizabeth Court,Clarence Drive,Llandudno,LL30 1TR,Conwy,62,01492877276,queeneliz@rmbi.care,www.rmbi.org.uk,The Royal Masonic Benevolent Institution Care Company,2
Queens Care Home,Care Home Service,Adults Without Nursing,Mental health,The Queens,Queen Street,Port Talbot,SA13 3BL,Neath Port Talbot,4,01639 850512,david.kwei@rushcliffehospitals.co.uk,,Rushcliffe Independent Hospitals (Aberavon) Limited,1
Rabbit Hill Daycare,Childrens Day Care,Full Day Care,,Forest Family centre,Tredegar Park Primary School,Newport,NP10 8WP,Newport,38,01633816774,paulaharris@duffryncomlink.org.uk,www.duffryncomlink.org.uk,Duffryn Community Link,1
Rachael's Playhouse Aberdare,Childrens Day Care,Full Day Care,,5 Dean Street,,Aberdare,CF44 7BN,Rhondda Cynon Taf,30,07805777706,Rachaelsplayhouseaberdare@gmail.com,,Rachael's Playhouse Limited,1
Rachael's Playhouse Hirwaun Primary,Childrens Day Care,Full Day Care,,Hirwaun Primary School,Glanant Street Hirwaun,Aberdare,CF44 9NF,Rhondda Cynon Taf,30,07983505037,rachaelsplayhousehirwaun@gmail.com,,Rachael's Playhouse Limited,2
Rachel Kathryn Residential Home,Care Home Service,Adults Without Nursing,Personal care for adults,Bridge Farm,High Street,Blackwood,NP12 0HG,Caerphilly,4,01495426671,claire@prideincare.com,,Dawn Hobbs,1
Radyr Scout Hall Breakfast & After School Club,Childrens Day Care,Out of School Care,,First Radyr Scout Group Hall,Heol Isaf,Cardiff,CF15 8AF,Cardiff,40,07990504858,info@go2play.co.uk,www.go2play.co.uk,Go 2 Play Limited,1
RAFAKidz Valley,Childrens Day Care,Full Day Care,,Royal Air Force,Valley,Holyhead,LL65 3NY,Isle of Anglesey,68,01407885000,valley@rafakidz.org.uk,www.rafakidz.org.uk,RAFAKidz Limited,1
Rainbow Creche,Childrens Day Care,Creche,,Ely Centre,Aberthaw Road,Cardiff,CF5 4HB,Cardiff,20,02920 595 557,Ray.Saunders@salvationarmy.org.uk,,The Salvation Army,1
Rainbow Reef Daycare,Childrens Day Care,Full Day Care,,Unit 6 Johnston Business Park,Station Road,Haverfordwest,SA62 3PL,Pembrokeshire,51,01437891511,info@rainbowreefdaycare.co.uk,,Rainbow Reef Daycare Ltd,1
Rainbows Afterschool Club,Childrens Day Care,Out of School Care,,Ysgol Y Waun,Chapel Lane Chirk,Wrexham,LL14 5NF,Wrexham,24,01691 770530,mailbox@ywaun-pri.wrexham.sch.uk,,Rainbows Nursery Plus and Afterschool Club,2
Rainbows Nursery Plus,Childrens Day Care,Sessional Day Care,,Ysgol Y Waun,Lloyd's Lane Chirk,Wrexham,LL14 5NH,Wrexham,24,,rachelheyward@yahoo.co.uk,,Rainbows Nursery Plus and Afterschool Club,1
Rainbows Private Nursery,Childrens Day Care,Full Day Care,,Somerton Lane,,Newport,NP19 0HZ,Newport,55,01633270900,rainbowsnursery95@gmail.com,,Rainbow Childrens Club Limited,1
Rascals ASC,Childrens Day Care,Out of School Care,,Raglan Primary School,Chepstow Road Raglan,Usk,NP15 2EN,Monmouthshire,30,07922862826,raglanrascals@live.co.uk,,Rascals After School Club,1
Red Balwn Coch,Childrens Day Care,Full Day Care,,Circle Way East,,Cardiff,CF23 9PZ,Cardiff,51,02920733829,redbalwncoch18@gmail.com,http://redbalwncoch.com/,Red Balloon Day Nursery Ltd,1
Red Robins Nursery,Childrens Day Care,Full Day Care,,Castle Park Primary School,Church Road,Caldicot,NP26 4HN,Monmouthshire,26,07544583121,redrobinsnursery@gmail.com,,Committee of Red Robins,1
Red Rose Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Red Rose Nursing Home,Park Road Victoria,Ebbw Vale,NP23 8UP,Blaenau Gwent,32,01495352559,banyancarehomes@hotmail.com,www.banyancarehomes.net,BANYAN CARE HOMES 2 LIMITED,1
Redbrook Day Nursery,Childrens Day Care,Full Day Care,,Redbrook Day Nursery,Bryn Lane Wrexham Industrial Estate,Wrexham,LL13 9UT,Wrexham,73,01978664374,Admin@redbrook-nursery.co.uk,www.redbrookdaynursery.co.uk,Redbrook Day nursery Ltd,1
Redcroft Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Redcroft Residential Home,1-3,Colwyn Bay,LL29 7YB,Conwy,14,01493532920,redcroft@argba.co.uk,https://www.redcrofthome.co.uk,ARG BUSINESS ASSOCIATES LIMITED,1
Redhill Holiday Club,Childrens Day Care,Out of School Care,,Redhill Preparatory School,The Garth,Haverfordwest,SA61 2UR,Pembrokeshire,48,01437762472,office@redhillprepschool.co.uk,www.redhillprepschool.co.uk,Redhill (Haverfordwest) Limited,2
Redhill Montessori Nursery,Childrens Day Care,Full Day Care,,Redhill Preparatory School,The Garth,Haverfordwest,SA61 2UR,Pembrokeshire,50,01437779834,nursery@redhillprepschool.co.uk,www.redhillprepschool.co.uk,Redhill (Haverfordwest) Limited,1
Redlands,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",639 Chepstow Road,,Newport,NP19 9BN,Newport,7,01633764788,legalandcompliancehelpdesk@priorygroup.com,www.priorygroup.com,HEDDFAN CARE LIMITED,1
Reene House,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Mental health",Reene House,Reene Court,Newport,NP19 0RJ,Newport,16,01633666828,egle.kavaliunaite2@elysiumhealthcare.co.uk,www.elysiumhealthcare.co.uk,Elysium Healthcare No. 3 Limited,1
Regency House Residential Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Regency House Residential Home,Parkes Lane Tranch,Pontypool,NP4 6BA,Torfaen,52,01495763597,enquiries@regencyhousecarehome.com,,Regency House Residential Home Ltd,1
Resolven Building Blocks,Childrens Day Care,Full Day Care,,Resolven Integrated Centre,,Neath,SA11 4AB,Neath Port Talbot,63,01639710076,childcare@buildingblocksfamilycentre.co.uk,www.buildingblocksfamilycentre.co.uk,Resolven Building Blocks,1
Rhayader Community Day Nursery,Childrens Day Care,Full Day Care,,Rhayader Community Nursery,,Rhayader,LD6 5LT,Powys,19,01597810619,nursery.manager@rdcs.org.uk,www.rhayadernursery.co.uk,Rhayader and District Community Support,1
Rhayader Under Fives Pre School,Childrens Day Care,Full Day Care,,Rhayader Primary School,Rhayader Under Fives,Rhayader,LD6 5LT,Powys,24,07967286251,rhayaderunder5s@aol.com,,Rhayader Under 5's Pre-School,1
Rhiwbina Baptist Church Nursery,Childrens Day Care,Sessional Day Care,,Rhiwbina Baptist Church,Lon Ucha,Cardiff,CF14 6HL,Cardiff,30,02920614644,kids@rbc.ac,,Rhiwbina Baptist Church,1
Rhiwlas Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Rhiwlas Care Home,Northop Road,Flint,CH6 5LH,Flintshire,66,01352 733687,rhiwlas@lovett-care.com,www.lovettcare.co.uk,Rhiwlas Care Ltd,1
Rhos Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Maltraeth,,Bodorgan,LL62 5AE,Isle of Anglesey,36,01407840182,info@rhoscyf.co.uk,,Rhos Cyf,1
Rhos Methodist Playgroup,Childrens Day Care,Sessional Day Care,,Scout HQ,Church Road Rhos On Sea,Colwyn Bay,LL28 4DJ,Conwy,30,07403359439,rhosplaygroup@gmail.com,,Rhos Methodist Playgroup,1
Rhos Y Fedwen,Care Home Service,Childrens Home,"Nursing care for children, Learning disability, Mental health",,,Wrexham,,Wrexham,3,07916436246,rachel@parallelcaresolutions.co.uk,,Parallel Care Solutions Limited,2
Rhosbrook Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",44 Kenilworth Road,,Barry,CF63 2HB,Vale of Glamorgan,4,01446722453,valebrookcarehomes@hotmail.com,https://valebrookcarehomes.co.uk,Valebrook Care Homes Ltd,1
Rhoslan Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Rhoslan Residential Care Home,52-56,Colwyn Bay,LL28 4HA,Conwy,34,01492548159,james.bradford@rosewoodhealthcaregroup.co.uk,www.rosewoodhealthcaregroup.co.uk,Oaktree Healthcare Limited,1
Rhosllyn Residential Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Rhosllyn,,Montgomery,SY15 6JY,Powys,9,01686630639,rhosllyn2018@gmail.com,https://www.manorhousechatburn.co.uk/rhosllyn,Blue Ocean Bidco 2 Ltd,1
Rhostyllen Childcare Hwb,Childrens Day Care,Full Day Care,,Ysgol Rhostyllen Childcare Unit,Henblas Road,Wrexham,LL14 4AD,Wrexham,32,,abcgwastad@gmail.com,,ABC  Daycare Nursery Ltd,1
Rhosyn Melyn,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Mental health",Plas Rhosnesni Nursing Home,Cefn Road,Wrexham,LL13 9NH,Wrexham,66,01978364557,rhosynmelyn@hartfordcare.co.uk,hartfordcare.co.uk,Plas Rhosnesni ltd,1
Ribbons Preschool,Childrens Day Care,Full Day Care,,Cardiff Road,,Dinas Powys,CF64 4JT,Vale of Glamorgan,50,07710681385,ribbonspreschool@gmail.com,www.ribbonspreschool.com,Ribbons Preschool,1
Rickeston Mill Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",Rickeston Mill Nursing Home,Rickeston Bridge,Haverfordwest,SA62 3DJ,Pembrokeshire,28,01646695142,enquiries@sricares.co.uk,,Rickeston Care Home ltd,1
Rise and Shine Day Nursery Ltd,Childrens Day Care,Full Day Care,,Rise & Shine Day Nursery,Bridge Road Pentre Maelor,Wrexham,LL13 9FZ,Wrexham,69,01978660006,riseandshinewrexham@gmail.com,www.riseandshinechildcare.co.uk,Rise and Shine Day Nursery Ltd,2
Rise and Shine Day Nursery- Mold,Childrens Day Care,Full Day Care,,Brookvale,Wrexham Road,Mold,CH7 1HT,Flintshire,50,01352756432,riseandshinemold@gmail.com,www.riseandshinechildcare.co.uk,Rise and Shine Day Nursery Ltd,1
Rivers House,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Llanelli,,Carmarthenshire,4,03301741383,ben@oakmontservicesgroup.co.uk,www.oakmontservicesgroup.co.uk,Oakmont Services Group Ltd,3
Riverside House ,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",357 Clydach Road,Morriston,Swansea,SA6 6QJ,Swansea,3,07718823747,info@horizonsupportservices.co.uk,www.horizonsupportservices.co.uk,Horizon Support Services Ltd,1
Riverside Nursery School,Childrens Day Care,Full Day Care,,Regent House,Regent Way,Chepstow,NP16 5BY,Monmouthshire,89,01291645771,regenthouse16@gmail.com,www.riversidenurserieschepstow.co.uk,Sunnybank Childrens Nursery (Chepstow) Ltd,1
Rivulet House,Care Home Service,Childrens Home,Personal care for children,,,Wrexham,,Wrexham,3,01978281881,David.Norman@Educate-Group.co.uk,https://www.educatecare.co.uk/,Educate Care Ltd,2
Romilly Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",Romilly Nursing Home,9 Romilly Road,Cardiff,CF5 1FH,Cardiff,73,02920231903,care@romillynursinghome.co.uk,,Oakville Care Limited,1
Rompers Day Nursery,Childrens Day Care,Full Day Care,,Glynneath Training Centre,72 High Street Glynneath,Neath,SA11 5DA,Neath Port Talbot,29,01639729902,rompers@glynneathtc.org.uk,www.glynneathtc.org.uk,View (Glynneath) Ltd,1
Roots and Wings Child Day Care Ltd,Childrens Day Care,Full Day Care,,The Old School House,Halkyn Street,Holywell,CH8 7TX,Flintshire,72,07955125778,rootsandwingscdc@gmail.com,,Roots and Wings Child Day Care Ltd,1
Roseland Childcare,Childrens Day Care,Full Day Care,,1 Lombard Street,,Barry,CF62 8DP,Vale of Glamorgan,18,07583569830,tara@roselandchildcare.co.uk,https://www.roselandchildcare.co.uk/,Roseland Childcare Ltd,1
Rossett House Nursery,Childrens Day Care,Full Day Care,,Rossett House,Llay Road,Wrexham,LL12 0HT,Wrexham,68,01244571872,Rossetthouse@activechildcare.co.uk,www.rossetthousenursery.co.uk,Active Childcare Ltd,2
Rostley Care Home Limited,Care Home Service,Adults Without Nursing,,Rostley Residential Home,29 Castle Pill Crescent Steynton,Milford Haven,SA73 1HD,Pembrokeshire,14,07877893834,robinappa@hotmail.com,,ROSTLEY CARE HOME LIMITED,1
Rowan House Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Commercial Street,Griffithstown,Pontypool,NP4 5JE,Torfaen,38,01495756861,rowan@summerhillgroup.co.uk,www.summerhillgroup.co.uk,FC Summerhill NH LTD,1
Rozelle Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Mental health, Personal care for adults",Rozelle Nursing Home,93 Brecon Road,Abergavenny,NP7 7RE,Monmouthshire,24,01873854047,info@rozellenursinghome.co.uk,www.rozellenursinghome.co.uk,SKM MEDICAL LIMITED ,1
Rustic Roots Nursery Limited,Childrens Day Care,Full Day Care,,Old School Hall,Church Lane,Barry,CF62 4PL,Vale of Glamorgan,33,,rusticrootsnursery@outlook.com,,Rustic Roots Nursery Limited,1
Rydal Penrhos Pre School,Childrens Day Care,Full Day Care,,Rydal Penrhos,Pwllycrochan Avenue,Colwyn Bay,LL29 7BT,Conwy,140,01492530155,,www.rydalpenrhos.com,Rydal Penrhos Ltd,1
S4YC @ Brambles Day Nursery,Childrens Day Care,Full Day Care,,Yew Tree House,Rogers Lane,Wrexham,LL11 4SG,Wrexham,55,07734705559,info@s4yc.co.uk,,S4YC Ltd,1
S4YC @ Kingfisher House Day Nursery,Childrens Day Care,Full Day Care,,Kingfisher House Day Nursery,Hawarden Industrial Park Hawarden,Deeside,CH5 3QZ,Flintshire,75,01244 530198,info@s4yc.co.uk,www.s4yc.co.uk,S4YC Ltd,4
S4YC @ Rocking Horse Day Nursery,Childrens Day Care,Full Day Care,,Rocking Horse Day Nursery,21 Main Road Broughton,Chester,CH4 0NP,Flintshire,70,07960189165,info@s4yc.co.uk,www.s4yc.co.uk,S4YC Ltd,3
Sadie & Frank's Out of School St Brides,Childrens Day Care,Out of School Care,,St. Brides Major C In W Primary School,Heol Yr Ysgol,Bridgend,CF32 0TB,Vale of Glamorgan,24,01656 645444,,www.sadieandfranksnursery.co.uk,Sadie and Franks Nursery Ltd,1
Sadie and Franks Nursery Ltd,Childrens Day Care,Full Day Care,,Unit 3,Kingswood Court,Bridgend,CF35 5BP,Vale of Glamorgan,66,01656645444,,www.sadieandfranksnursery.co.uk,Sadie and Franks Nursery Ltd,2
Safe hands Respite Hotel,Care Home Service,Adults Without Nursing,Personal care for adults,The Old Rectory,Henllan Road,Denbigh,LL16 5UF,Denbighshire,4,07444716876,newcombeellen2@gmail.com,,Ellen Newcombe,1
Safe Haven Care and Lodges Ltd,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Safe Haven Care Lodges Ltd,Ty Hafod Tudor,Newport,NP11 7QQ,Caerphilly,5,01495271012,shanepocock@partnershipofcare.co.uk,https://www.partnershipofcare.co.uk/,Safe Haven Care Home and Lodges Ltd,1
Sageston Community Primary School Playgroup,Childrens Day Care,Full Day Care,,Sageston Cp School,Bird's Lane Sageston,Tenby,SA70 8SH,Pembrokeshire,18,01646651471,head.sageston@pembrokeshire.gov.uk,https://sites.google.com/hwbcymru.net/sageston-cp-school/about-us/playgroup-daycare,The Governing Body of Sageston Community Primary School,1
Saltney Small Steps,Childrens Day Care,Full Day Care,,Saltney Ferry Primary School,Saltney Ferry Road Saltney Ferry,Chester,CH4 0BN,Flintshire,19,,,,Saltney Small Steps,1
San Joseff Bach,Childrens Day Care,Sessional Day Care,,St. Josephs Catholic Primary School,70 Pontardawe Road Clydach,Swansea,SA6 5NX,Swansea,28,,,www.stjosephscatholicps-swansea.co.uk,San Joseff Bach,1
Sandford,Care Home Service,Adults Without Nursing,Personal care for adults,50 Gronant Road,,Prestatyn,LL19 9ND,Denbighshire,40,01745855193,sandford@pearlcare.co.uk,www.pearlcare.co.uk,Pearlcare(Sandford)Ltd,1
Sandy Feet Day Nursery,Childrens Day Care,Full Day Care,,Dew Road,,Port Talbot,SA12 7HE,Neath Port Talbot,27,07834537061,sandyfeetdaynursery@gmail.com,,Sandy Feet Day Nursery Limited,1
Sandycroft Pre School CIC,Childrens Day Care,Full Day Care,,Sandycroft Cp School,Leaches Lane Mancot,Deeside,CH5 2EH,Flintshire,30,01244532083,scmail@hwbmail.net,www.ysgolsandycroftschool.co.uk,Sandycroft Pre School CIC,1
Saplings Children`s Nursery,Childrens Day Care,Full Day Care,,Saplings Childrens Nursery,Wrexham Technology Park,Wrexham,LL13 7YP,Wrexham,71,01978312444,nickie@saplings4kids.co.uk,www.saplings4kids.co.uk,Saplings (Wrexham) Ltd,1
Saplings Out of School Care,Childrens Day Care,Out of School Care,,Evenlode Primary School,Evenlode Avenue,Penarth,CF64 3PD,Vale of Glamorgan,90,07983835953,deGreyS5@Hwbcymru.net,www.evenlodeschool.co.uk,The Commitee of Saplings Out of School Care,1
Sapphire House,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Bridgend,,Bridgend,1,01656713420,Shani@serenitysandc.co.uk,,Serenity Support and Care CIC,2
Saundersfoot Playgroup and Day Care,Childrens Day Care,Full Day Care,,Saundersfoot Junior School,Frances Lane,Saundersfoot,SA69 9HB,Pembrokeshire,18,07984756288,Saundersfootplaygroup@qualityservice.com,,Saundersfoot Playgroup and Daycare,1
Schoolhouse Day Nursery,Childrens Day Care,Full Day Care,,Princess Of Wales Hospital,Coity Road,Bridgend,CF31 1RQ,Bridgend,50,01656753957,pow@schoolhouse-daycare.co.uk,www.schoolhouse-daycare.co.uk,Schoolhouse Daycare Limited,1
Schoollane Pre-School,Childrens Day Care,Full Day Care,,Church Walks,,Llandudno,LL30 2HL,Conwy,52,01492577861,schoollaneplaygroup@conwy.gov.uk,schoollanepreschool.co.uk,Schoollane Pre-School,1
