Town,Query,Name,Address,Phone,Website
Warrington,B_equipment_repair,Catering Equipment Repair ‍ ️,"Unit 12, Shorncliffe Industrial Estate, North Cl, Folkestone CT20 3UH, UK",01304 873469,https://www.catering-equipment-repair.co.uk/
Warrington,B_equipment_repair,Willow Catering Services Ltd,"Unit 3 B, Bold Industrial Park, Neills Rd, St Helens, Saint Helens WA9 4TU, UK",01925 417594,http://www.wcsonline.co.uk/
Warrington,B_equipment_repair,Lakes Catering Maintenance,"Moss End Business Village, Crooklands, Milnthorpe LA7 7NU, UK",01539 724506,https://www.lakescateringmaintenance.co.uk/
Warrington,B_equipment_repair,Middleby UK Ltd,"Unit 15, Stonecross Park, Bridge Bank Cl, Yew Tree Way, Golborne, Wigan WA3 3JD, UK",01925 821280,http://www.middleby.co.uk/
Warrington,B_equipment_repair,Frostbite Refrigeration LTD,"15 Isherwood Cl, Fearnhead, Warrington WA2 0DJ, UK",01925 492948,https://frost-bite.co.uk/
Warrington,B_equipment_repair,Fridge Rentals Limited,"Unit 3 Bishops Ct, Cheshire, Warrington WA2 8QY, UK",01925 658315,https://refrigeration.crossrentalservices.com/
Warrington,B_equipment_repair,Xpert Appliances,"52 Lincoln Cl, Woolston, Warrington WA1 4LU, UK",07595 770051,https://xpertappliances.co.uk/
Warrington,B_equipment_repair,Master Grill Ltd,"Cater House, 87 Poulton Rd, Wallasey CH44 9DE, UK",0151 606 4444,http://www.mastergrill.co.uk/
Warrington,B_equipment_repair,OOH Cooling Ltd,"St James Business Centre, Warrington WA4 6PS, UK",0800 047 2011,https://www.oohcooling.co.uk/
Warrington,B_equipment_repair,Windsor Cakecraft,"78-80 Old Liverpool Rd, Warrington WA5 1AS, UK",,http://www.windsorcakecraft.co.uk/
Warrington,B_equipment_repair,SCS Technologies Ltd,"Unit 4, Business Park, centre 21, Bridge Ln, Woolston, Warrington WA1 4AW, UK",0800 377 7485,https://scstechnologies.co.uk/
Warrington,B_equipment_repair,South Catering Warrington,"Dallam Court, Dallam Ln, Warrington WA2 7LT, UK",01925 320244,https://www.southcatering.co.uk/
Warrington,B_equipment_repair,The Chefs Patisserie Company,"Unit 2, Gemini Trade Park, Westbrook, Warrington WA5 7YF, UK",01925 202269,http://www.chefspatisserie.co.uk/
Warrington,B_equipment_repair,JEM Catering & Events,"324 Manchester Rd, Warrington WA1 3RE, UK",07927 291200,http://www.jemcatering.co.uk/
Warrington,B_equipment_repair,Advanced Appliance Care ( uk) ltd,"1 Foxhill Cl, Cheshire, Northwich CW8 2AP, UK",07866 480587,https://www.aacadvancedappliancecare.co.uk/
Slough,A_catering_engineers,Catering Hygiene Specialists Ltd,"Unit 1, Midas Industrial Estate, Longbridge Way, Cowley, Uxbridge UB8 2YT, UK",01895 812117,https://www.cateringhygiene.co.uk/shop
Slough,A_catering_engineers,Boldgate Commercial Services,"12, Brook Business Centre, Cowley Mill Rd, Cowley, Uxbridge UB8 2FX, UK",01895 236666,http://www.boldgate.co.uk/
Slough,A_catering_engineers,ZR Heatings,"24 Chatfield, Slough SL2 1SF, UK",07301 908104,http://www.zrheatings.co.uk/
Slough,A_catering_engineers,Tec Line Ltd,"Ashley House, Ashley Rd, Uxbridge UB8 2GA, UK",01895 251666,https://tecline.co.uk/
Slough,A_catering_engineers,SOS Catering Equipment and Engineering Limited,"Unit 5 Lockwood Way, London E17 5RB, UK",020 8531 8543,http://www.soscateringequipment.co.uk/
Slough,A_catering_engineers,ERI Refrigeration Ltd,"The Old School House, The Green, Horton Rd, Horton, Slough SL3 9NU, UK",020 8575 9955,http://www.erirefrigeration.co.uk/
Slough,A_catering_engineers,Romann Catering,"Progress Business Park, 14 Progress Way, Croydon CR0 4XD, UK",01474 706338,https://www.romanncatering.co.uk/
Slough,A_catering_engineers,TAG Catering Equipment UK Ltd,"Unit 2, Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 877007,https://www.tagukltd.com/
Slough,A_catering_engineers,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Slough,A_catering_engineers,Caterkit Services Ltd,"Unit 2 Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 872580,https://www.caterkitservices.com/
Slough,A_catering_engineers,PPL Training,"468 Malton Ave, Slough SL1 4QU, UK",0333 121 1215,https://www.ppltraining.co.uk/
Slough,B_equipment_repair,Ao-Catering Equipment Maintenance,"161 Woodyates Rd, London SE12 9JJ, UK",07776 987245,http://aocateringequipmentmaintenanceandrepair.com/
Slough,B_equipment_repair,RG Commercial Catering Services Ltd,"158 Henley Rd, Caversham, Reading RG4 6DJ, UK",0118 437 4173,http://www.rgccs.co.uk/
Slough,B_equipment_repair,ThreeSixty Commercial Catering Ltd,"Bullers Farm, Reading, Tadley RG26 5LL, UK",07930 832210,http://www.360commercialcatering.com/
Slough,B_equipment_repair,Catering Hygiene Specialists Ltd,"Unit 1, Midas Industrial Estate, Longbridge Way, Cowley, Uxbridge UB8 2YT, UK",01895 812117,https://www.cateringhygiene.co.uk/shop
Slough,B_equipment_repair,Catering Repairs London,"The Brew, Victoria House, 64 Paul St, London EC2A 4NA, UK",020 3875 8981,https://cateringrepairslondon.co.uk/?utm_source=GoogleGBP&utm_medium=GBP&utm_campaign=OrganicGBP
Slough,B_equipment_repair,Boldgate Commercial Services,"12, Brook Business Centre, Cowley Mill Rd, Cowley, Uxbridge UB8 2FX, UK",01895 236666,http://www.boldgate.co.uk/
Slough,B_equipment_repair,TAG Catering Equipment UK Ltd,"Unit 2, Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 877007,https://www.tagukltd.com/
Slough,B_equipment_repair,CC Fix,"Masefield Cl, london DA8 2DG, UK",020 8050 2886,https://www.ccfix.co.uk/
Slough,B_equipment_repair,Romann Catering,"Progress Business Park, 14 Progress Way, Croydon CR0 4XD, UK",01474 706338,https://www.romanncatering.co.uk/
Slough,B_equipment_repair,Catering Equipment Repair ‍ ️,"Unit 12, Shorncliffe Industrial Estate, North Cl, Folkestone CT20 3UH, UK",01304 873469,https://www.catering-equipment-repair.co.uk/
Slough,B_equipment_repair,Commercial Kitchen Breakdowns Ltd,"5-6 Maiden Ln, Stamford PE9 2AZ, UK",01780 778088,https://commercialkitchenbreakdowns.co.uk/
Slough,B_equipment_repair,Tec Line Ltd,"Ashley House, Ashley Rd, Uxbridge UB8 2GA, UK",01895 251666,https://tecline.co.uk/
Slough,B_equipment_repair,Caterkit Services Ltd,"Unit 2 Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 872580,https://www.caterkitservices.com/
Slough,B_equipment_repair,Anglia Catering Equipment Repairs,"Ind Estate, Unit 2 Ambassador Way, Yaxham Rd, Dereham NR20 3TL, UK",01953 851339,https://www.angliacks.co.uk/
Slough,B_equipment_repair,South Coast Catering Equipment Limited,"Unit 4-5, Commercial House, Apex Park, Hailsham BN27 3JU, UK",01323 444530,http://www.southcoastcatering.co.uk/
Slough,B_equipment_repair,Catech Catering Technical Solutions,"Unit 12&13, Wilbury Court, 29 Wilbury Way, Hitchin SG4 0TW, UK",01462 233692,http://www.catech-cts.co.uk/
Slough,B_equipment_repair,H2 Catering Equipment,"Unit 2, Cherry Orchard, Colley Lane Industrial Estate, Squibbers Wy, Bridgwater TA6 5FB, UK",01278 423823,http://www.h2products.co.uk/
Slough,B_equipment_repair,Caterfix UK,"8 Testwood Ave, Totton, Southampton SO40 3LW, UK",0800 808 7760,https://www.commercialkitchenrepairs.co.uk/
Slough,B_equipment_repair,Urban Foodservice,"814 Leigh Rd, Slough SL1 4BD, UK",0370 727 0707,http://urbanfoodservice.co.uk/
Slough,B_equipment_repair,Cater Solutions,"Unit 8, Integra:ME Bircholt Rd, Maidstone ME15 9GQ, UK",0845 066 9966,http://www.catersolutions.co.uk/
Slough,B_equipment_repair,funfoodcatering,"St.Peters Rd, Old Windsor, Windsor SL4 2PW, UK",07933 863663,http://www.funfoodcatering.co.uk/
Slough,B_equipment_repair,ERI Refrigeration Ltd,"The Old School House, The Green, Horton Rd, Horton, Slough SL3 9NU, UK",020 8575 9955,http://www.erirefrigeration.co.uk/
Slough,B_equipment_repair,Accent Catering Services Ltd,"Montreaux House, The Hythe, Staines-upon-Thames, Staines TW18 3JQ, UK",01784 224690,http://www.accentcatering.co.uk/
Slough,B_equipment_repair,Woods Foodservice,"5 Riverside Way, Uxbridge UB8 2YF, UK",0300 303 0112,http://woodsfoodservice.co.uk/
Slough,B_equipment_repair,Dukes Valley Supplies,"Dukes Valley, Windsor Rd, Gerrards Cross SL9 8SR, UK",01753 664210,https://www.dukesvalley.co.uk/
Slough,B_equipment_repair,Ascot Catering Hire,"Unit 2, Runnymede Farm, Moor Ln, Staines-upon-Thames, Staines TW19 6EQ, UK",0345 463 8007,https://www.ascotcateringhire.co.uk/
Slough,B_equipment_repair,Catering Equipment Services Ltd,"Unit 3D, Maryland Industrial Estate, Belfast, Newtownards BT23 6BL, UK",028 9049 1616,https://cescatering.co.uk/
Slough,B_equipment_repair,KAUR'S CATERING,"10 Kendal Dr, Slough SL2 5JB, UK",07854 573243,https://www.kaurcaterers.com/
Slough,B_equipment_repair,PizzaSi Distribution UK Ltd,"Unit J, Hitchcock House, 5-6 Horton Rd, Slough SL3 0DF, UK",020 8127 4600,https://pizzasigroup.com/en/
Slough,B_equipment_repair,Sterling Leisure (Thames Valley) Ltd,"3 St Peter's Cl, Old Windsor, Windsor SL4 2PW, UK",07801 444466,http://www.sterlingleisure.co.uk/
Slough,B_equipment_repair,Fermod Ltd,"Unit B2Y, 14 Calder Way, Slough, Skyway SL3 0BQ, UK",01753 631104,https://www.fermod.com/
Slough,B_equipment_repair,Bidfood Slough Head Office,"814 Leigh Rd, Slough SL1 4BD, UK",01494 555900,https://www.bidfood.co.uk/get-in-touch/depot/bidfood-slough/?utm_source=googlemaps&utm_medium=organic&utm_campaign=maplistingslough
Slough,B_equipment_repair,Shipleys Foodservice,"Upton Court Farm, Upton Court Rd, Slough SL3 7LU, UK",01753 531520,http://www.shipleysfoodservice.co.uk/
Slough,B_equipment_repair,Utility Rentals,"Longriver, House 16, Progress Business Centre, Whittle Pkwy, Burnham, Slough SL1 6DQ, UK",01628 667373,https://utility.rentals/
Slough,B_equipment_repair,Green Apple Catering,"R W S House, Littledown Cottages, Berkshire, Littledown Rd, Slough SL1 3QN, UK",01753 208877,https://greenapplecatering.com/
Slough,B_equipment_repair,Prego Technical Services Ltd,"43 Bramley Dr, Hartley Wintney, Hook RG27 8ZF, UK",07590 983739,http://prego.tech/
Slough,B_equipment_repair,"Arbinder Singh Dugal : Indian Chef, Private Chefs in London","109 Newchurch Rd, Slough SL2 1UF, UK",07549 622260,https://www.arbinder.co.uk/
Slough,B_equipment_repair,Electronic Business Machines,"Unit 19, Chiltern Business Village, Arundel Rd, Uxbridge UB8 2SN, UK",01895 237172,https://ebm-ltd.co.uk/
Slough,B_equipment_repair,Wok Cooker Services Ltd,"Unit H3, Westfield Industrial Estate, Second Ave, Midsomer Norton, Radstock BA3 4BH, UK",01761 411772,http://www.wokcookerservices.co.uk/
Slough,B_equipment_repair,CCCS U.K,"Unit 8, Integra Business Park, Maidstone ME15 9GQ, UK",0845 066 9966,http://www.icombi.pro/
Slough,B_equipment_repair,C D S Construction Services Ltd,"9a Poplar Cl, Slough SL3 0PQ, UK",01753 682965,http://www.cdsconstructionservices.co.uk/
Slough,B_equipment_repair,ZR Heatings,"24 Chatfield, Slough SL2 1SF, UK",07301 908104,http://www.zrheatings.co.uk/
Slough,B_equipment_repair,RMHM LTD. - Arcade Boxing Punch Machine Hire,"16 Bowyer Dr, Slough SL1 5EB, UK",07510 244788,https://www.rmhm.uk/
Slough,B_equipment_repair,Bunzl Cleaning & Hygiene Supplies,"Unit P Heron Dr, Langley, Slough SL3 8XP, UK",01753 214040,https://www.bunzlchs.com/
Slough,B_equipment_repair,YumTreats Ice Cream,"47 Oatlands Dr, Slough SL1 3EX, UK",07799 946873,https://yumtreatz.com/
Slough,B_equipment_repair,Cell Phone Repair And Accessories,"4B Park St, Slough SL1 1PD, UK",07884 154444,
Slough,B_equipment_repair,Town & Country Fine Foods,"4, Perth Trading Estate, Montrose Ave, Slough SL1 4XX, UK",0345 672 8000,http://www.tcfinefoods.co.uk/
Slough,B_equipment_repair,Face 2 Face Medical Ltd,"635 Bath Rd, Taplow, Slough SL1 6AE, UK",07821 538157,https://www.face2facemedical.net/
Slough,B_equipment_repair,Mr Whippy Van Andrea,"31 Kendal Dr, Slough SL2 5HU, UK",07447 072694,https://mrwhipyvan.com/?utm_campaign=gmb
Slough,B_equipment_repair,Fone Care Mobile phone Repair shop,"Fone Care mobile Repair shop1, Grasmere Ave, Slough SL2 5JD, UK",07949 999388,https://sites.google.com/view/fonecare/home
Slough,B_equipment_repair,Checkout Superstore,"370 - 386 Farnham Rd, Manor Park, Slough SL2 1JD, UK",01753 531111,http://www.checkoutsuperstore.com/
Slough,B_equipment_repair,CMS - Commercial Maintenance Services UK Ltd,"Gateshead NE8 3AD, UK",0330 174 8200,https://www.cmsltd.co.uk/
Slough,B_equipment_repair,UK Signs Ltd,"75 Whitby Rd, Slough SL1 3DR, UK",07741 908541,http://www.uksignsltd.co.uk/
Slough,B_equipment_repair,Burnham Mobiles,"72 High St, Burnham, Slough SL1 7JT, UK",07821 377568,
Slough,B_equipment_repair,Studio 997 Limited,"Tarbay Farm, Unit 2 Tarbay Ln, Oakley Green, Windsor SL4 4QG, UK",01753 594761,https://www.studio997.co.uk/
Huddersfield,A_catering_engineers,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Huddersfield,A_catering_engineers,Triline Contracts Ltd,"Viaduct Works, Clayfield Works, London Rd, Slaithwaite, Huddersfield HD7 5BG, UK",0845 450 3664,https://triline.co.uk/
Huddersfield,A_catering_engineers,Greens Catering Equipment,"Meltham Rd, Huddersfield HD4 7BH, UK",01484 767333,
Huddersfield,A_catering_engineers,Caterers Choice Ltd,"Parkdale House, Pennine Business Park, 3 Longbow Cl, Bradley, Huddersfield HD2 1GQ, UK",01484 532666,https://www.catererschoice.co.uk/
Huddersfield,B_equipment_repair,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Huddersfield,B_equipment_repair,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/
Huddersfield,B_equipment_repair,Triline Contracts Ltd,"Viaduct Works, Clayfield Works, London Rd, Slaithwaite, Huddersfield HD7 5BG, UK",0845 450 3664,https://triline.co.uk/
Huddersfield,B_equipment_repair,Leon Catering Equipment,"Unit 17, Leon Catering Equipment, park house, 37 Ings Rd, Osmondthorpe, Leeds LS9 9EJ, UK",0113 513 0481,https://leoncatering.wixsite.com/lcequipments
Huddersfield,B_equipment_repair,Total Foodservice,"Green Lea Mills, Cross Green Rd, Dalton, Huddersfield HD5 9XX, UK",01484 536688,http://www.totalfoodservice.co.uk/
Huddersfield,B_equipment_repair,Barton Catering Engineers,"76 Carr Bottom Rd, Greengates, Bradford BD10 0BD, UK",0113 418 0284,https://bartoncateringengineers.co.uk/
Huddersfield,B_equipment_repair,Lakes Catering Maintenance,"Moss End Business Village, Crooklands, Milnthorpe LA7 7NU, UK",01539 724506,https://www.lakescateringmaintenance.co.uk/
Huddersfield,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Huddersfield,B_equipment_repair,Barnsley Catering Services Ltd,"37 Mowbray St, Neepsend, Sheffield S3 8EN, UK",01226 280222,http://www.bcs-solutions.co.uk/
Huddersfield,B_equipment_repair,KHADIM WHOLESALE LTD,"Unit 2, Cliffe Commercial Park, Longroyd Ln, Huddersfield HD1 3JB, UK",01484 454699,
Huddersfield,B_equipment_repair,KES Facilities Limited,"Commer house, Station Rd, Tadcaster LS24 9JF, UK",0113 347 1234,http://www.kesfacilities.co.uk/?utm_source=gbp
Huddersfield,B_equipment_repair,Yorkshire Glass & Dishwashers,"Wood St, Brighouse HD6 1PW, UK",01484 712270,
Huddersfield,B_equipment_repair,Cottage Foods (Yorkshire) Ltd,"Unit 4 Blackmoorfoot Rd, Crosland Moor, Huddersfield HD4 5AQ, UK",01422 363465,http://www.cottagefoodsltd.com/
Huddersfield,B_equipment_repair,Catering Appliances UK,"4B Chessingham Park, Dunnington, York YO19 5SE, UK",0333 358 3953,http://cateringappliancesuk.co.uk/
Huddersfield,B_equipment_repair,Cairn Catering Engineers,"Hyde Park House, Cartwright St, Newton, Hyde SK14 4EH, UK",0800 999 1926,https://cairncateringengineers.co.uk/
Huddersfield,B_equipment_repair,Hog Roast Huddersfield,"Bradley Rd, Bradley, Huddersfield HD2 1RA, UK",01484 887024,http://hogroasthuddersfield.com/
Huddersfield,B_equipment_repair,Hi-Visibility Ltd,"8 Bradley Mills Rd, Bradley Mills, Huddersfield HD1 6PQ, UK",01484 426832,
Huddersfield,B_equipment_repair,Denby Dale Coffee,"Denby Dale Coffee Ltd, Park Valley Court, Meltham Rd, Huddersfield HD4 7BH, UK",0800 014 1818,https://denbydalecoffee.co.uk/
Huddersfield,B_equipment_repair,Cater Solutions,"Unit 8, Integra:ME Bircholt Rd, Maidstone ME15 9GQ, UK",0845 066 9966,http://www.catersolutions.co.uk/
Huddersfield,B_equipment_repair,Raise The Bar Hire,"Sunside House, Birdsedge, Huddersfield HD8 8XW, UK",07817 484680,https://raisethebarhire.com/
Huddersfield,B_equipment_repair,Brosters Farm Shop,"Haigh House Hill, Huddersfield HD3 3SZ, UK",01422 376117,http://www.brostersfarmshop.co.uk/
Huddersfield,B_equipment_repair,C Booth & Son,"Ground Floor, Sheffield House, 13 Cross Church St, Huddersfield HD1 2PY, UK",01484 530457,http://cboothandson.co.uk/
Huddersfield,B_equipment_repair,R&S Heating and Plumbing Ltd (Gas Safe Engineer & plumber) Emergency Service 24/7 in West Yorkshire,"28 Chestnut St, Halifax HX1 3QS, UK",07533 528169,https://rsenergysolutionuk.com/
Huddersfield,B_equipment_repair,The Peak Group Ltd,"Quarry Ln, Tandem, Huddersfield HD5 0AR, UK",01484 768232,http://www.peak-heating.co.uk/
Huddersfield,B_equipment_repair,Hotbox Heaters,"Mill 2, St Pegs Mill, Thornhills Beck Ln, Brighouse HD6 4AH, UK",01484 401134,http://www.hotboxheaters.co.uk/
Huddersfield,B_equipment_repair,West Yorkshire Bacon Co Ltd,"Unit 6a, Albion Works, 4B Savile St, Milnsbridge, Huddersfield HD3 4PG, UK",01484 655090,
Huddersfield,B_equipment_repair,CTS Ironmongery Ltd,"Unit C, The Dyeworks, Albert St, Lockwood, Huddersfield HD1 3RE, UK",01484 507490,https://ctsironmongery.co.uk/
Huddersfield,B_equipment_repair,CCCS U.K,"Unit 8, Integra Business Park, Maidstone ME15 9GQ, UK",0845 066 9966,http://www.icombi.pro/
Huddersfield,B_equipment_repair,Sparks Mechanical Services,"Unit 7, Whitacre Industrial Estate, Huddersfield HD2 1LY, UK",01484 460329,http://www.sparksms.co.uk/
Telford,A_catering_engineers,PP Catering Services,"Unit H6 Halesfield 19, Telford TF7 4QT, UK",01952 610069,https://ppcateringservices.co.uk/
Telford,A_catering_engineers,Egl Catering Equipment Ltd,"Hortonwood 10, Telford TF1 7ES, UK",01952 670777,http://www.eglequipment.co.uk/
Telford,A_catering_engineers,Chef-Hub,"Unit C10, Hortonwood 10, Telford TF1 7ES, UK",01952 670777,http://www.chef-hub.co.uk/
Telford,A_catering_engineers,Hammonds Catering Services Ltd,"4, The Bridges Business Park, Bridge Rd, Horsehay, Telford TF4 3EE, UK",01952 582969,http://www.hammondscatering.co.uk/
Telford,A_catering_engineers,Caltel Catering Equipment and Hire,"Shropshire, Unit 4, Duncote Mill, Walcot, Telford TF6 5EN, UK",01952 740833,http://www.caltel.co.uk/
Telford,A_catering_engineers,CCEUK LTD,"Unit 4, Redland Industrial Estate, St George's, Telford TF2 9JX, UK",07421 022688,https://www.ebay.co.uk/str/cceukltd
Telford,A_catering_engineers,Crown Catering Sales,"10 Hortonwood 10, Telford TF1 7ES, UK",01952 670777,http://www.chef-hub.co.uk/
Telford,A_catering_engineers,FreshSeal Ltd.,"St Georges Road Industrial Estate, Donnington, Telford TF2 7QZ, UK",01952 616655,
Telford,A_catering_engineers,Goddards Fine Food & Catering Ltd,"Station Rd, Telford TF1 5AQ, UK",01952 254254,https://www.goddardsfinefood.co.uk/
Telford,B_equipment_repair,Egl Catering Equipment Ltd,"Hortonwood 10, Telford TF1 7ES, UK",01952 670777,http://www.eglequipment.co.uk/
Telford,B_equipment_repair,PP Catering Services,"Unit H6 Halesfield 19, Telford TF7 4QT, UK",01952 610069,https://ppcateringservices.co.uk/
Telford,B_equipment_repair,Caltel Catering Equipment and Hire,"Shropshire, Unit 4, Duncote Mill, Walcot, Telford TF6 5EN, UK",01952 740833,http://www.caltel.co.uk/
Telford,B_equipment_repair,Castro Catering Equipment Service & Repair,"58 Lyth Hill Rd, Bayston Hill, Shrewsbury SY3 0EX, UK",07496 394052,http://www.castrocatering.co.uk/
Telford,B_equipment_repair,Chef-Hub,"Unit C10, Hortonwood 10, Telford TF1 7ES, UK",01952 670777,http://www.chef-hub.co.uk/
Telford,B_equipment_repair,CCEUK LTD,"Unit 4, Redland Industrial Estate, St George's, Telford TF2 9JX, UK",07421 022688,https://www.ebay.co.uk/str/cceukltd
Telford,B_equipment_repair,Eric Neville Catering Equipment & Services Ltd,"Battlefield Enterprise Park, Unit 4 Vernon Dr, Shrewsbury SY1 3TF, UK",01743 298111,https://www.ericneville.co.uk/
Telford,B_equipment_repair,Abraxas Catering Equipment Limited,"Unit 8, Building 329, Rushock Trading Estate, Droitwich WR9 0NR, UK",01562 863222,https://www.abraxascatering.co.uk/
Telford,B_equipment_repair,Hammonds Catering Services Ltd,"4, The Bridges Business Park, Bridge Rd, Horsehay, Telford TF4 3EE, UK",01952 582969,http://www.hammondscatering.co.uk/
Telford,B_equipment_repair,DBK Catering,"Sheriffhales Dr, Lilyhurst Rd, Telford, Shifnal TF10 9AS, UK",,
Telford,B_equipment_repair,Catering Equipment Solutions,"30 Shrewsbury Ave, Peterborough PE2 7BF, UK",01733 236033,http://www.catering-equipment-solutions.co.uk/
Telford,B_equipment_repair,Zenith International Trading Ltd,"Unit C10, Hortonwood 10, Telford TF1 7ES, UK",0844 247 5490,
Telford,B_equipment_repair,Goddards Fine Food & Catering Ltd,"Station Rd, Telford TF1 5AQ, UK",01952 254254,https://www.goddardsfinefood.co.uk/
Telford,B_equipment_repair,CTR Commercials Ltd,"CTR Commercials, Coalmoor Rd, Telford TF6 5AS, UK",01952 482862,https://www.facebook.com/CTR.Commercials.LTD
Telford,B_equipment_repair,Cater-Equip Ltd,"Unit 1, Junction Industrial Estate, Pontyclun CF72 9ES, UK",01443 225325,https://www.cater-equip.co.uk/
Telford,B_equipment_repair,A1 BarStuff Ltd,"Unit 7 Badhan Ct, Castle St, Hadley, Telford TF1 5QX, UK",01952 412000,https://www.a1barstuff.co.uk/
Telford,B_equipment_repair,Kingcone ice cream van hire Telford and Shropshire,"Meese Cl, Wellington, Telford TF1 3LP, UK",07792 329729,http://kingconeicecream.co.uk/
Oxford,A_catering_engineers,Stotek Ltd,"Unit 10, boundary business park, Wheatley Rd, Garsington, Oxford OX44 9EJ, UK",01865 416855,http://www.stotek.co.uk/
Oxford,A_catering_engineers,Catering Services International,"New Barclay House, 234 Botley Rd, Oxford OX2 0HP, UK",01865 592777,https://www.cateringinternational.co.uk/
Oxford,A_catering_engineers,Oxford Event Hire,"95 Old Rd, Headington, Oxford OX3 8SX, UK",01865 760158,http://www.oxfordeventhire.co.uk/
Oxford,A_catering_engineers,Truly Scrumptious Catering,"52 Templar Rd, Oxford OX2 8LU, UK",01865 790769,http://www.trulyscrumptiousoxford.co.uk/
Oxford,A_catering_engineers,The Oxford Food Company,"Oxford Community Stadium, Marsh Ln., Marston, Oxford OX3 0NQ, UK",01865 318974,
Oxford,A_catering_engineers,Oxford Commercial Kitchens Limited,"22 Picklers Hill, Abingdon OX14 2BA, UK",01235 520509,http://oxfordcommercialkitchens.co.uk/
Oxford,A_catering_engineers,Pratap Catering,"Mauli building, lane no 8,raut chowk, srv no 63/11,next to Oxford, comfort, Oxford, wanwadi OX1 3EX, UK",,
Oxford,A_catering_engineers,Outside Catering Hire,"Horspath Industrial Estate, 30 Pony Rd, Oxford OX4 2RD, UK",0333 344 2062,http://www.outside-catering-hire.co.uk/
Oxford,A_catering_engineers,SOS Catering Equipment and Engineering Limited,"Unit 5 Lockwood Way, London E17 5RB, UK",020 8531 8543,http://www.soscateringequipment.co.uk/
Oxford,A_catering_engineers,Sheriff’s Electrical Ltd,"OX, 24 Van-Diemans Ln, Littlemore, Oxford OX4 3QD, UK",01865 416491,https://sheriffselectrical.uk/
Oxford,A_catering_engineers,plumbing and heating engineer,"91 Oxford Rd, Oxford OX4 2ER, UK",07863 358293,https://www.gasengineeroxford.co.uk/
Oxford,A_catering_engineers,General Engineers Catering Ltd,"The Cake Barn, Brunton, Collingbourne Kingston, Marlborough SN8 3SE, UK",01264 850060,http://www.gecatering.com/
Oxford,A_catering_engineers,D.M.M. Catering Services Limited,"95 Church St, Atworth, Melksham SN12 8JA, UK",01225 700201,http://www.dmmcateringservices.co.uk/
Oxford,A_catering_engineers,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Oxford,A_catering_engineers,C&C Catering Engineers,"Unit 2, Smithy Farm, Chapel Ln, Saighton, Chester CH3 6EW, UK",01244 536354,https://cateringengineers.com/
Oxford,A_catering_engineers,Marigold Engineers Ltd,"Unit 19 Moorside, Colchester CO1 2ZF, UK",01206 870863,http://www.marigolds.uk.com/
Oxford,A_catering_engineers,UK Catering Engineer,"Unit B, Lyttleton Rd, Northampton NN5 7ET, UK",07787 069044,http://ukcateringengineer.co.uk/
Oxford,A_catering_engineers,Roundstone Catering Equipment,"8 Lysander Rd, Bowerhill, Melksham SN12 6SP, UK",01225 709595,https://www.roundstonecatering.com/
Oxford,A_catering_engineers,Allsop and Pitts Commercial Catering & Refrigeration,"102 Barton Rd, Torquay TQ2 7NY, UK",01803 310333,https://allsopandpitts.co.uk/
Oxford,B_equipment_repair,Stotek Ltd,"Unit 10, boundary business park, Wheatley Rd, Garsington, Oxford OX44 9EJ, UK",01865 416855,http://www.stotek.co.uk/
Oxford,B_equipment_repair,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
Oxford,B_equipment_repair,Catering Services International,"New Barclay House, 234 Botley Rd, Oxford OX2 0HP, UK",01865 592777,https://www.cateringinternational.co.uk/
Oxford,B_equipment_repair,Oxford Commercial Kitchens Limited,"22 Picklers Hill, Abingdon OX14 2BA, UK",01235 520509,http://oxfordcommercialkitchens.co.uk/
Oxford,B_equipment_repair,D.M.M. Catering Services Limited,"95 Church St, Atworth, Melksham SN12 8JA, UK",01225 700201,http://www.dmmcateringservices.co.uk/
Oxford,B_equipment_repair,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Oxford,B_equipment_repair,Catering Equipment Solutions,"30 Shrewsbury Ave, Peterborough PE2 7BF, UK",01733 236033,http://www.catering-equipment-solutions.co.uk/
